Year,Brand,Model,Mileage,Engine Size,Fuel Type,Transmission,Price
2013,2,2,295834,3.9,2,1,9527.74
2004,5,10,187297,1.3,2,1,5000.0
2007,1,18,6316,1.2,1,1,8373.39
2001,5,3,129732,3.2,2,1,5306.53
2017,4,4,7680,3.6,1,1,18039.65
2006,4,6,49761,2.3,1,2,7406.95
2017,1,7,105906,5.4,1,1,15861.42
2023,5,3,246331,4.6,2,2,29483.98
2005,4,15,50736,3.0,1,1,5000.0
2005,5,3,15718,3.4,3,1,23269.26
2018,3,11,260850,4.7,2,1,10496.62
2012,2,20,114887,5.4,2,1,26774.78
2022,2,20,155952,5.0,1,1,35733.07
2012,1,18,231515,2.0,4,1,5000.0
2009,3,11,159586,4.6,1,2,8042.53
2021,3,13,79437,3.4,1,1,24504.53
2009,3,16,6726,3.2,3,2,20358.52
2000,1,17,204352,5.0,2,1,5000.0
2018,1,7,145088,5.8,1,2,20750.37
2018,5,3,275977,3.0,1,2,16034.42
2006,2,1,81508,2.5,3,1,20677.27
2001,4,4,9438,4.6,4,2,10080.94
2006,3,12,285244,2.0,1,2,5000.0
2000,1,7,183473,5.5,1,2,5000.0
2014,5,3,271724,2.1,1,1,10799.61
2023,4,6,194770,5.4,4,2,23455.76
2011,4,8,64687,4.6,1,1,14867.06
2014,1,17,33827,4.6,2,2,19362.34
2009,4,15,206482,3.5,1,2,5000.0
2012,4,15,144722,3.7,3,2,15097.05
2000,1,18,83168,2.6,2,2,5000.0
2013,5,14,277411,3.6,1,1,12099.68
2021,5,3,297345,5.9,4,1,24308.14
2017,3,11,187896,2.8,2,2,15128.46
2017,1,18,170805,3.0,4,2,14878.38
2009,1,18,184053,3.0,1,2,9059.27
2020,5,5,164428,3.2,4,2,29296.46
2019,2,19,59065,1.4,3,1,31017.46
2004,4,8,98284,4.2,1,2,11325.09
2012,2,20,187556,2.1,2,1,13408.18
2016,3,16,288542,3.1,2,1,8095.65
2010,5,10,267832,1.1,3,2,13979.06
2023,1,9,9810,1.6,2,1,23508.45
2005,2,2,239645,1.1,2,2,6946.12
2002,3,11,181650,3.3,4,1,5000.0
2014,2,2,37415,2.3,1,1,21568.65
2022,5,5,177985,2.7,1,1,30427.92
2023,2,20,45344,5.7,3,1,40456.28
2017,4,4,226226,3.9,2,1,8609.09
2010,4,6,166539,2.2,1,1,5375.82
2009,4,4,244441,2.7,3,1,5503.15
2009,1,7,195242,1.9,2,1,5000.0
2017,5,3,286884,3.9,1,2,19342.37
2014,5,3,101143,1.0,3,1,24030.45
2012,3,13,127697,3.5,2,2,12545.79
2018,3,12,51218,1.7,2,2,20752.09
2015,2,1,99938,2.9,1,1,20936.87
2008,4,8,181135,4.4,2,2,8452.28
2001,3,13,235221,3.6,3,2,5000.0
2000,3,16,74452,5.3,1,1,5000.0
2018,1,18,115284,3.6,3,1,19892.33
2002,1,17,22800,5.6,3,1,11881.59
2007,5,10,100694,1.3,1,2,13627.38
2008,4,15,136512,3.9,4,2,14215.76
2020,1,17,275718,4.4,2,1,8389.65
2000,4,4,185983,3.3,2,1,5000.0
2003,5,5,74024,4.2,2,1,10377.39
2023,4,4,129301,1.9,2,2,23116.53
2004,4,6,206844,3.9,3,1,5000.0
2015,5,14,175243,4.1,4,2,21657.05
2010,4,15,198473,1.1,4,2,5000.0
2018,1,9,170492,3.0,1,1,15466.67
2017,1,9,275252,3.4,1,2,10975.89
2019,5,10,181392,5.9,4,1,28940.5
2019,2,1,81275,2.1,2,2,24334.18
2011,4,6,97901,1.8,3,1,13829.96
2013,5,5,126143,2.0,4,1,22938.1
2010,4,6,131501,1.8,4,2,5908.95
2017,2,2,101599,4.3,2,2,28568.09
2013,3,12,78074,2.5,4,2,15076.7
2017,3,13,95959,3.4,3,2,26010.69
2014,1,7,146965,5.9,4,1,18312.5
2008,3,11,253554,4.1,2,1,5000.0
2013,4,6,290891,4.5,2,1,5000.0
2018,3,16,9885,2.3,4,1,24320.98
2002,2,19,299952,2.9,4,2,5000.0
2006,5,5,235587,4.0,4,2,9439.66
2014,3,12,248121,3.7,1,1,5371.55
2004,1,9,67932,3.9,1,1,5000.0
2020,5,14,95136,3.7,3,1,32284.92
2012,4,15,99686,1.3,2,2,7725.27
2019,3,11,78168,3.8,3,2,24089.25
2012,5,5,145321,5.8,3,2,28012.99
2011,1,9,280043,1.6,3,1,7051.04
2015,3,12,122584,1.7,2,1,5127.19
2021,1,9,224250,1.6,3,1,12482.16
2021,5,3,185712,2.8,4,2,27559.15
2005,4,4,49899,1.9,3,1,10025.52
2007,3,16,76425,3.0,3,1,13072.37
2007,2,20,183437,4.1,4,2,13095.57
2022,1,18,119025,3.8,1,1,24953.43
2022,4,15,161228,3.1,2,2,15053.5
2015,1,9,277745,1.7,3,2,8482.46
2017,2,2,262839,2.8,1,1,12680.41
2008,1,9,56126,1.2,1,1,6084.74
2009,2,19,153599,5.4,1,1,22078.81
2010,2,1,10388,2.3,1,1,20970.81
2006,5,10,100286,1.4,3,1,12779.16
2018,5,14,65768,3.5,3,1,32176.45
2021,2,20,91673,2.8,4,2,29808.53
2003,2,2,121852,4.7,2,2,10921.79
2013,2,20,34394,4.8,2,2,27798.09
2003,5,5,199845,1.8,4,1,5000.0
2015,1,18,176622,1.0,2,2,7146.09
2012,2,20,140213,1.4,3,2,21094.26
2005,1,9,27314,3.3,3,2,15279.99
2022,3,11,217776,2.2,2,2,10009.11
2000,1,18,12503,2.9,3,1,6930.87
2004,3,16,64019,4.9,4,1,6650.67
2009,4,4,85963,5.8,4,2,23250.38
2011,5,10,44790,4.8,4,1,28905.24
2023,5,10,221948,3.4,4,1,29187.48
2015,3,12,231271,2.2,2,1,7797.35
2023,1,7,269062,3.4,1,2,15927.96
2009,4,8,29495,3.5,3,1,13151.59
2017,2,1,231166,2.6,2,1,15353.24
2016,2,2,234060,3.7,3,1,24754.36
2001,2,1,277566,4.0,1,2,5000.0
2009,4,6,132562,3.6,4,2,7269.62
2019,5,14,69461,2.9,4,2,37111.87
2004,3,13,147843,1.2,4,2,5000.0
2017,4,6,279736,5.3,4,1,12935.95
2009,2,19,242067,4.2,3,2,19712.53
2002,1,9,283597,1.1,2,1,5000.0
2011,3,13,88523,3.0,1,2,7528.63
2003,4,6,206129,4.3,3,2,7566.48
2015,3,16,92548,4.7,4,2,17723.53
2002,4,6,240425,4.2,2,2,5000.0
2014,4,8,234552,3.7,4,2,10328.41
2006,2,19,224319,4.4,2,2,17390.13
2002,5,14,27244,3.6,1,1,16766.65
2011,1,17,36849,4.9,4,2,17920.99
2021,3,11,128479,3.3,3,2,24099.19
2003,2,1,193852,2.7,1,2,5000.0
2006,4,8,251855,5.3,2,1,5000.0
2008,2,1,255968,2.0,2,1,5000.0
2013,3,11,223739,1.3,1,2,5000.0
2013,2,2,248424,2.3,1,2,11527.54
2000,5,3,80007,4.3,4,1,12389.24
2022,5,3,92132,3.5,3,1,33154.66
2007,3,16,23386,1.4,3,1,7095.64
2016,4,8,274462,1.3,3,1,6773.64
2016,4,4,9071,5.9,2,1,21521.94
2001,2,1,221624,3.0,3,1,12214.71
2016,5,3,49631,3.1,4,2,27336.73
2003,1,7,80187,1.7,3,1,5000.0
2022,4,15,442,5.0,1,2,27035.46
2018,1,7,31228,1.3,3,2,19493.35
2001,3,12,168452,2.9,3,1,5000.0
2017,4,8,295787,4.4,3,1,11053.45
2015,4,4,290561,1.5,3,1,5000.0
2012,3,16,102437,1.9,2,2,8653.58
2017,3,12,172207,1.5,3,2,12642.76
2007,2,19,147854,2.9,1,1,17024.93
2007,5,5,135670,2.5,4,1,12849.33
2002,1,7,197947,5.3,1,2,5000.0
2016,3,16,95822,5.3,3,2,29790.67
2020,4,4,205590,2.2,4,1,13639.09
2001,2,20,14319,4.0,1,1,10381.95
2017,1,18,14622,1.9,1,2,19205.86
2017,1,7,208312,3.7,2,1,9032.59
2020,5,5,175236,1.3,4,2,30603.59
2005,1,18,77851,4.6,1,1,8164.68
2005,2,19,217164,2.0,2,2,7089.34
2001,4,6,1821,2.9,1,1,5000.0
2002,1,17,159243,4.0,1,1,5000.0
2012,5,14,14576,3.3,1,2,27976.22
2016,4,15,69700,2.7,2,2,20361.69
2001,3,12,212434,4.7,2,1,5000.0
2010,3,12,86715,3.1,3,2,19418.51
2002,1,17,234085,4.7,3,2,5000.0
2019,4,4,74412,3.7,4,2,24577.41
2020,3,11,60074,2.3,3,2,22724.35
2007,5,3,254796,4.3,4,2,12501.11
2008,5,3,46546,5.6,1,2,24797.85
2018,2,19,28616,5.6,4,1,33309.64
2009,3,16,25090,1.4,3,1,9736.18
2003,4,8,29867,3.2,1,2,5000.0
2001,2,2,25558,4.1,4,2,21570.56
2003,4,6,72884,1.5,4,2,5000.0
2010,4,15,244678,3.6,1,1,5000.0
2008,5,3,203182,4.0,4,2,18981.11
2010,1,9,79068,3.0,4,2,14584.82
2013,4,15,255443,3.1,2,2,6578.8
2023,5,3,263781,3.1,3,1,30051.64
2006,5,3,30076,1.5,2,2,21003.32
2007,4,15,80758,1.8,1,1,5000.0
2019,4,15,284151,4.1,3,2,12167.23
2022,1,17,235237,1.2,2,2,6968.15
2018,4,4,92514,3.8,4,2,21640.73
2007,5,3,50397,3.1,1,2,17919.31
2017,1,17,1923,2.0,4,2,19340.75
2017,1,17,38302,2.5,2,2,16532.23
2007,5,3,251004,2.7,3,1,11703.81
2015,2,19,233586,6.0,2,1,22064.74
2012,2,20,121485,3.2,4,1,21583.89
2009,4,8,271079,6.0,1,1,7602.09
2009,4,4,39688,1.8,3,1,9614.69
2001,3,11,194028,2.2,4,1,5000.0
2016,4,8,247248,4.1,3,2,15773.09
2008,4,4,125088,5.8,2,1,7809.58
2016,1,17,282896,1.5,2,2,5000.0
2003,1,7,95409,4.6,3,1,10103.87
2008,2,1,97009,4.9,1,1,19692.56
2015,2,2,216077,3.1,1,1,17808.69
2003,2,1,257587,1.8,3,1,8438.81
2013,3,13,76145,2.6,4,1,18747.02
2005,2,2,209910,4.8,4,2,14688.7
2015,2,19,124690,5.4,1,2,30403.05
2005,4,4,86251,5.4,1,2,6888.91
2005,5,5,241547,3.5,2,2,12817.38
2014,3,16,286904,1.8,2,2,5000.0
2014,5,5,243774,2.5,2,2,12800.14
2006,5,5,256265,4.2,1,1,7457.13
2008,4,6,101452,2.9,1,1,5000.0
2006,3,16,61212,1.3,4,1,7424.29
2017,1,17,85547,4.7,4,2,28430.43
2020,2,2,236063,4.1,2,1,23439.46
2011,2,19,103021,2.1,4,1,16489.66
2006,3,13,255091,4.2,4,2,6786.77
2019,1,18,277589,3.9,4,1,17652.11
2010,4,4,93359,4.4,1,1,14515.01
2004,3,12,162232,1.9,3,2,5000.0
2023,2,19,292996,2.9,1,2,22572.13
2016,1,17,65099,4.2,3,1,22061.74
2000,5,5,26753,2.1,1,2,10015.7
2011,1,18,298070,5.4,1,2,5349.46
2015,5,14,5230,4.0,3,1,36709.58
2020,3,13,178817,3.8,4,1,15741.23
2014,5,10,83819,4.6,3,2,36167.62
2012,1,7,222374,2.7,1,2,8043.84
2000,3,12,37148,3.2,2,1,5000.0
2013,1,18,155824,5.4,4,1,17938.8
2014,5,10,105596,4.1,4,2,30848.17
2021,1,17,89318,3.4,2,2,23010.0
2010,3,11,114661,1.4,1,2,6385.13
2017,5,14,26384,5.7,1,1,35347.18
2010,3,11,213185,4.1,3,1,9850.59
2007,3,13,12384,4.9,2,2,14859.15
2015,3,12,78742,6.0,3,1,25486.08
2010,5,14,189885,3.9,4,1,15920.76
2018,2,2,224458,4.3,2,2,20978.94
2017,1,7,282425,4.1,1,1,11527.02
2009,1,18,176116,4.9,1,2,6708.2
2000,3,11,115607,5.6,1,1,5000.0
2002,4,6,41021,3.6,2,1,5000.0
2017,2,1,42702,2.9,3,2,31919.0
2004,2,19,239412,5.7,3,1,14026.91
2023,4,6,280522,2.9,3,2,17671.97
2020,4,8,185986,5.3,3,2,22329.07
2015,1,18,199222,3.7,3,1,16233.8
2011,3,12,32153,4.6,2,2,13003.18
2004,4,4,5354,5.6,1,2,13149.21
2004,2,2,238324,4.9,3,2,15293.61
2010,4,8,21434,4.7,1,2,22284.69
2019,1,9,276793,1.2,2,1,6718.11
2014,2,1,208838,5.8,3,2,30285.88
2001,3,13,97127,5.1,1,1,5000.0
2016,5,3,95110,2.8,3,1,24414.93
2004,5,10,81956,5.3,2,2,20780.73
2017,3,12,155201,2.6,3,2,20106.21
2001,2,1,69822,5.3,4,1,18000.27
2011,2,2,249968,2.0,3,1,18619.38
2008,4,15,138590,3.6,1,2,6020.37
2018,1,17,83332,2.0,2,2,17270.07
2005,4,4,238516,2.2,2,1,5000.0
2018,3,11,109096,5.6,2,2,20978.94
2020,3,11,214491,4.7,3,2,19072.09
2012,2,2,170521,5.4,2,1,18500.02
2009,5,3,67568,3.9,2,2,18878.22
2009,4,8,104401,2.8,2,2,10613.75
2010,3,12,146170,2.0,2,1,5000.0
2017,2,1,142624,5.5,2,1,27607.36
2006,2,20,280154,3.9,2,2,5000.0
2001,2,19,33962,1.5,2,1,13250.57
2013,1,17,52993,3.5,2,2,13492.22
2004,5,14,16027,4.9,1,2,25024.58
2006,2,20,299318,5.3,4,1,14807.44
2005,4,4,216097,4.2,2,2,5000.0
2017,4,6,49271,2.5,4,2,26414.51
2009,5,5,43792,3.9,3,2,33143.72
2010,1,18,129365,5.1,2,2,10487.97
2004,2,19,154287,2.4,4,2,9829.07
2016,4,4,96719,2.4,2,2,16081.89
2006,1,18,144420,3.5,2,1,5000.0
2007,2,20,83444,5.6,4,2,29859.34
2008,3,13,117613,4.3,4,1,7931.29
2009,4,6,162487,3.6,4,1,7276.57
2021,2,19,123080,3.3,4,1,29131.59
2016,1,7,105673,2.6,1,2,15655.26
2011,3,13,103498,4.7,1,2,11347.25
2014,5,14,163272,3.3,3,1,25040.29
2021,1,7,236168,3.8,3,1,14337.77
2006,3,11,185533,1.9,1,1,5000.0
2023,2,20,65074,1.7,3,2,33113.15
2005,3,12,10884,5.4,4,2,21413.91
2021,2,2,208338,4.0,2,1,27173.98
2013,4,8,226427,4.4,4,2,8269.3
2015,5,5,156505,4.6,4,2,33346.22
2015,3,16,191073,2.0,2,2,8405.76
2006,1,9,160459,1.0,4,2,5000.0
2017,5,3,19426,1.2,4,2,31596.85
2015,4,15,245615,2.9,1,2,5000.0
2003,3,11,219908,3.4,4,1,5000.0
2016,3,13,84008,4.6,2,2,15604.97
2005,5,10,111101,2.0,2,2,8072.56
2015,1,9,22467,3.5,2,2,19324.34
2004,4,15,231908,5.6,1,2,5000.0
2005,2,1,246690,4.1,2,1,5000.0
2000,3,13,217545,4.5,3,1,5000.0
2019,4,8,136115,2.5,3,1,23974.32
2009,1,18,41410,3.7,1,2,12715.3
2006,4,15,136641,3.6,1,2,5000.0
2016,4,4,121929,1.5,3,2,19910.56
2008,5,14,32612,5.2,1,1,22491.88
2022,1,9,38488,3.9,1,1,23416.88
2018,3,11,52745,5.8,2,2,26644.31
2016,5,5,234082,5.1,3,1,27735.58
2018,2,19,190465,1.6,2,1,19012.32
2006,1,9,16934,1.8,4,2,13530.16
2015,5,5,156446,1.4,4,1,23116.89
2012,2,19,181491,2.6,1,2,19993.39
2018,5,14,241331,4.2,4,2,24154.85
2017,2,20,47371,4.7,1,2,28790.46
2020,2,19,179266,1.8,2,2,22040.48
2017,2,1,195970,1.4,3,2,19777.52
2005,2,19,204645,3.3,2,1,12331.51
2008,4,15,25750,3.6,4,1,17091.41
2010,1,17,177394,3.1,2,1,5000.0
2018,5,3,229232,5.9,4,1,27851.54
2002,1,17,20248,5.8,3,2,13094.77
2019,4,6,79383,2.4,2,2,20204.38
2014,2,1,103626,5.7,2,1,28818.08
2010,1,17,157277,4.8,2,2,6149.1
2007,4,8,199136,1.5,1,1,5000.0
2013,5,10,261438,1.8,2,2,8648.7
2009,2,1,187521,5.0,4,2,23144.72
2011,2,1,250138,5.0,1,1,18490.66
2020,5,3,54426,1.1,4,2,36092.63
2011,5,3,73454,4.4,2,2,23696.79
2022,3,13,214891,5.9,3,2,27234.47
2004,2,1,109914,1.5,1,2,9205.71
2013,1,18,283039,1.1,4,1,5000.0
2014,2,20,146579,1.7,3,1,17760.09
2022,1,17,147187,3.1,1,1,13868.29
2018,5,5,94406,3.3,4,1,27632.17
2005,2,19,130105,4.1,1,2,18941.12
2014,5,10,56503,5.5,1,2,32990.88
2011,4,4,293885,1.6,3,1,5338.31
2018,2,20,194521,1.3,1,1,18233.75
2006,5,3,234155,1.8,4,1,11047.4
2007,3,13,171561,2.4,3,1,8694.32
2010,5,3,47160,3.6,4,2,28081.33
2020,1,17,211202,5.3,1,1,17898.61
2004,2,2,123000,3.3,4,1,12545.11
2014,5,5,237958,4.4,2,1,20075.8
2016,3,16,269837,3.3,1,1,8127.36
2017,1,9,113248,4.2,1,1,15691.59
2016,4,6,93219,4.9,4,2,24350.43
2021,2,20,272616,3.4,3,1,29857.39
2013,1,18,25980,5.9,4,1,25167.66
2008,1,9,264886,2.2,4,1,5000.0
2016,4,4,1227,2.7,4,2,27301.46
2003,4,6,211468,5.1,4,1,6795.45
2023,1,18,270831,3.3,2,1,8214.42
2017,3,16,220151,2.6,1,1,10294.44
2006,5,10,266205,5.0,2,1,5700.76
2020,2,2,264189,5.3,1,1,27691.56
2011,5,10,109397,3.3,3,2,21977.38
2020,1,9,275526,1.8,4,2,15638.9
2021,3,11,78840,2.6,4,1,25722.7
2020,2,2,63836,1.6,1,2,33668.8
2023,1,18,279744,2.7,3,1,20086.19
2003,5,5,257182,2.7,2,2,6401.09
2002,2,20,114780,2.3,3,2,13998.43
2015,3,11,93710,1.1,3,1,11105.54
2019,5,10,5437,4.0,3,2,42579.76
2018,2,1,145740,4.2,3,1,30492.94
2005,1,17,239740,3.5,1,2,5000.0
2009,2,1,220857,2.7,2,1,5528.25
2005,2,1,54319,1.4,2,2,9263.65
2013,2,19,164906,2.2,3,2,24523.53
2017,4,4,216862,5.2,1,2,17288.42
2010,5,3,137827,6.0,4,2,29379.66
2004,1,18,103226,2.4,3,2,5220.58
2008,5,3,90321,4.5,2,2,19155.49
2008,1,7,221640,2.5,1,2,5000.0
2007,2,1,274771,5.9,4,2,18448.18
2005,2,2,189815,5.6,1,2,16838.02
2022,4,6,290241,5.3,3,1,21913.04
2009,1,7,36666,5.1,4,1,19418.09
2004,5,3,295035,2.2,1,2,7568.57
2017,1,17,241993,5.4,1,2,11183.21
2017,1,7,147943,4.9,2,1,12327.99
2019,1,18,61992,3.8,2,2,23564.61
2005,2,2,213787,2.2,1,2,11162.73
2011,2,19,245228,4.7,3,1,16912.63
2011,1,18,160074,4.6,3,1,15746.11
2014,5,10,207171,5.5,2,1,20177.88
2021,1,9,67126,5.1,1,2,26030.68
2022,3,12,61631,1.8,3,2,30290.75
2019,4,4,270242,4.6,2,1,9346.09
2017,3,12,150643,5.6,4,2,26974.43
2019,2,2,11938,4.7,1,1,34765.5
2003,1,17,20128,5.2,1,1,5209.61
2008,5,10,130193,5.0,1,2,21169.8
2004,4,15,72919,3.7,3,2,9028.59
2002,4,6,255636,1.3,4,1,5000.0
2007,1,9,25232,4.4,2,1,7441.48
2000,5,3,250527,1.4,3,1,5000.0
2002,4,4,66876,5.5,4,1,6958.81
2003,2,20,10915,1.3,1,1,9537.7
2020,3,12,122491,2.1,2,2,17921.31
2004,5,3,205840,3.2,1,1,5000.0
2023,2,1,126411,1.6,1,2,25065.45
2010,1,17,78277,4.1,1,2,11367.09
2022,1,9,123952,1.6,2,2,14844.63
2017,1,9,161969,4.6,1,1,15377.17
2004,1,7,9941,1.2,2,1,7518.45
2009,2,1,254070,4.6,3,2,16490.09
2016,5,3,299020,4.8,3,2,21264.83
2010,1,9,218413,4.9,3,1,6293.17
2006,5,10,96501,5.0,3,1,21797.66
2006,5,5,92341,2.2,3,1,15096.42
2002,1,7,61363,3.5,1,2,7335.25
2020,1,9,128212,1.7,3,1,16254.58
2006,4,8,41930,5.3,2,1,6789.43
2008,5,5,204526,1.0,1,2,11698.68
2009,3,12,154923,1.1,2,1,5000.0
2001,1,17,112137,5.0,2,1,5000.0
2020,1,9,192304,2.3,2,2,9137.49
2005,3,12,47599,3.6,4,1,7466.01
2013,5,3,70890,3.9,1,1,25676.1
2023,5,10,107331,5.5,2,2,33866.43
2018,5,14,286005,1.5,3,2,24440.48
2002,2,1,265404,4.7,2,2,7815.36
2019,4,6,11768,3.5,4,2,22433.53
2017,5,14,71827,5.3,2,1,31091.06
2007,3,12,274074,1.2,3,1,5000.0
2004,5,3,261061,5.2,4,2,12816.13
2019,3,11,288135,3.4,2,1,11254.99
2011,1,7,257834,1.4,4,1,5429.41
2011,3,13,189879,2.7,2,1,5145.87
2011,2,19,60440,5.6,2,1,22187.5
2017,1,9,133681,4.6,2,2,15851.08
2013,2,1,18159,2.5,2,1,27780.37
2005,5,3,190817,5.2,1,1,13900.09
2013,5,5,248605,1.2,1,1,9612.1
2006,4,4,168687,2.9,1,1,5000.0
2020,2,1,1125,4.0,3,2,37563.44
2013,4,4,192857,4.1,1,1,9667.9
2022,1,9,43048,2.3,2,1,23993.35
2006,2,19,219737,4.9,1,2,10864.18
2018,5,10,194748,1.3,4,1,21703.14
2001,5,3,267980,3.4,2,1,5000.0
2002,2,20,29719,5.5,1,2,23676.74
2009,2,19,70522,1.7,1,2,16514.61
2021,5,10,179687,2.2,3,2,27500.49
2006,2,20,220139,1.9,2,2,10936.25
2015,5,5,220076,2.3,4,1,22329.21
2014,1,18,20983,5.7,3,2,27934.61
2004,2,20,159022,4.2,1,2,14250.58
2019,4,8,24270,2.5,1,1,24539.0
2015,4,15,108984,5.7,1,1,18667.83
2019,2,1,47778,3.7,2,1,29054.71
2007,2,1,210916,3.0,4,2,9605.1
2008,3,16,44021,4.7,1,2,16610.7
2007,4,6,144777,1.3,4,2,5000.0
2004,4,15,44386,5.4,3,2,14522.24
2016,1,7,149545,1.8,2,2,9318.16
2015,3,11,98125,5.0,2,1,17916.59
2002,5,3,4055,2.6,3,2,16621.41
2022,1,17,211682,4.3,3,1,25227.92
2017,1,18,249589,4.7,2,2,16043.56
2012,5,10,240664,4.8,4,1,23894.92
2000,5,5,99851,3.6,1,1,5340.25
2012,2,19,8088,2.4,4,2,33143.05
2014,4,8,128965,3.7,3,1,14582.39
2019,3,13,240717,2.1,2,1,12194.63
2009,3,16,139845,4.5,2,1,7335.4
2013,4,8,239861,4.3,3,1,8500.72
2008,3,16,25321,2.7,3,2,20928.61
2022,2,2,280255,2.0,4,2,25792.79
2016,3,11,55930,3.9,1,2,20441.97
2020,2,19,195816,1.4,4,1,26055.74
2021,4,6,15972,2.1,1,2,22494.3
2012,2,19,10041,3.3,3,2,31123.23
2018,2,1,122752,1.1,2,1,23638.88
2003,2,20,228952,1.5,1,2,8530.08
2003,4,8,166754,2.4,3,1,5098.77
2010,2,19,255708,3.3,4,1,16533.59
2021,5,14,105486,3.9,3,1,39781.77
2015,5,5,290798,4.2,2,1,12367.4
2020,2,20,52734,4.3,1,2,35867.12
2001,3,12,114743,4.3,2,1,5000.0
2005,1,18,62716,3.4,4,1,8557.77
2002,1,9,105888,3.3,2,2,5189.16
2018,3,13,174416,1.0,1,1,10421.0
2010,3,16,122259,1.1,1,1,5000.0
2022,4,6,41895,1.8,2,1,20966.77
2021,3,11,105262,5.1,4,1,22981.1
2007,1,17,175811,1.4,3,1,5000.0
2007,5,5,186580,5.3,4,1,22290.95
2005,5,3,157333,1.7,3,1,9875.24
2008,3,13,241495,4.6,3,2,10199.2
2021,2,1,248427,5.3,3,1,27336.17
2018,4,4,66416,2.5,2,1,11922.51
2022,3,16,62491,5.0,1,1,23208.89
2002,1,17,133388,2.0,1,1,5000.0
2004,2,20,140959,4.8,4,1,21516.72
2000,5,5,257196,4.3,4,2,9755.65
2009,1,7,147155,4.7,1,1,12075.18
2019,1,17,165737,5.9,1,1,15472.39
2006,4,15,277494,4.7,4,2,5000.0
2015,1,18,42723,6.0,3,1,29191.49
2006,2,2,176811,4.9,3,1,18582.66
2012,2,1,201399,3.5,2,1,12850.7
2001,2,2,41383,3.0,4,2,12057.71
2012,5,5,102621,2.6,4,1,22662.43
2004,2,19,5231,5.9,4,2,26324.24
2009,2,20,79322,2.9,4,2,22648.79
2004,5,14,219851,1.2,2,1,5000.0
2002,1,9,149804,1.0,2,2,5000.0
2010,5,14,172658,4.4,2,1,18382.74
2001,4,4,13338,5.8,4,2,12508.54
2003,4,8,77653,5.4,2,2,5000.0
2019,1,7,131552,1.6,3,2,23366.84
2004,1,17,34950,5.8,3,2,17179.74
2005,1,17,45677,4.0,1,1,11119.06
2006,5,3,177793,1.6,2,1,5000.0
2017,2,1,228519,1.3,3,1,21914.04
2002,5,14,225425,4.3,3,1,14644.88
2006,4,15,213971,2.1,3,2,7511.18
2009,1,18,212416,4.6,1,2,6796.69
2007,4,6,238663,1.2,3,2,5000.0
2003,4,15,183118,1.8,2,1,5000.0
2014,3,16,29981,2.7,3,1,17632.67
2018,4,15,159591,3.3,3,2,16698.67
2013,2,2,285718,5.4,3,1,25229.5
2005,1,18,171101,2.4,3,1,5000.0
2014,2,19,272551,5.7,2,2,20003.03
2003,2,2,59171,5.9,1,1,18694.57
2023,1,9,299885,5.1,2,1,16080.77
2015,2,20,174748,5.3,1,2,30667.81
2016,5,10,139146,5.3,1,1,29947.33
2002,2,1,11578,5.9,4,2,29548.45
2000,1,17,128644,4.0,4,1,5967.55
2013,3,13,131724,1.5,2,2,7390.99
2014,2,19,99913,5.1,2,1,22219.62
2012,4,4,176612,4.6,3,2,14071.52
2014,2,2,294562,2.2,4,2,16225.94
2014,4,4,293054,5.0,1,2,11578.2
2002,3,16,227927,3.3,1,1,5000.0
2017,2,19,207710,4.9,2,1,26755.49
2004,5,5,257360,2.4,3,2,13561.15
2011,1,7,32365,3.5,2,2,10775.99
2019,5,3,90058,3.2,2,1,26213.93
2019,2,20,179350,4.4,2,1,23550.02
2020,3,16,152342,1.3,2,2,11980.79
2011,5,10,223070,2.6,3,1,17602.3
2017,4,6,18443,3.7,3,2,27807.88
2013,2,1,177525,1.2,1,1,16983.64
2017,2,19,20512,4.0,4,1,30127.57
2019,1,9,53207,4.2,3,1,24596.92
2013,3,11,24214,1.1,4,2,11465.2
2015,5,10,192741,2.6,3,1,21161.41
2023,4,6,116484,3.0,4,1,19861.54
2013,1,17,250482,2.2,2,2,7475.45
2004,2,2,26642,5.4,3,2,28498.21
2005,2,2,166720,1.1,4,2,14248.72
2012,5,5,258723,4.1,3,1,16566.38
2006,2,2,66169,5.4,4,2,21247.84
2018,3,16,72191,1.0,2,2,12628.03
2017,2,19,74456,2.6,1,1,22985.46
2023,2,20,136973,4.2,3,2,34122.21
2021,5,5,92516,3.4,3,2,38880.63
2021,3,12,150897,3.4,3,2,22768.55
2022,3,13,291232,5.5,1,2,19132.97
2012,5,3,44176,1.5,4,2,28033.66
2015,4,4,207022,4.3,2,1,14444.97
2015,3,11,283220,4.1,4,1,11221.41
2008,1,9,223404,3.7,4,1,6227.78
2020,2,20,219614,4.7,2,2,27685.22
2019,2,19,65501,1.3,2,2,32239.25
2019,1,17,146027,5.0,3,2,29915.37
2012,4,6,22936,4.5,1,2,18883.81
2004,1,18,13997,4.8,3,2,19312.05
2016,2,1,88243,4.3,1,2,25070.73
2015,3,13,274411,4.8,1,2,6972.39
2021,5,3,115836,3.7,4,1,31020.01
2006,4,15,120841,3.9,1,2,10449.58
2009,1,18,138190,3.3,3,1,13638.01
2006,1,9,231647,4.2,1,1,5000.0
2002,4,4,90600,3.0,3,1,5000.0
2020,2,2,27288,1.4,2,2,29620.6
2004,4,8,12239,1.3,1,1,5459.1
2014,1,9,79719,1.3,2,2,10451.79
